guid/image/axis,value
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0045/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0046/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0046/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0046/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0047/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0047/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0047/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0048/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0048/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0048/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0049/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0049/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0049/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0050/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0050/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0050/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0051/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0051/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0051/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0052/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0052/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0052/z,9.457383
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0053/x,-4.018654
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0053/y,-0.053295836
42f4f79e-caa5-4702-b54d-d48fa4e7ab1b/0053/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0000/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0000/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0000/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0001/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0001/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0001/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0002/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0002/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0002/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0003/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0003/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0003/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0004/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0004/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0004/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0005/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0005/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0005/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0006/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0006/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0006/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0007/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0007/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0007/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0008/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0008/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0008/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0009/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0009/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0009/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0010/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0010/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0010/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0011/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0011/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0011/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0012/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0012/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0012/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0013/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0013/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0013/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0014/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0014/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0014/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0015/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0015/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0015/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0016/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0016/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0016/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0017/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0017/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0017/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0018/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0018/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0018/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0019/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0019/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0019/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0020/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0020/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0020/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0021/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0021/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0021/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0022/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0022/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0022/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0023/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0023/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0023/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0024/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0024/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0024/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0025/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0025/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0025/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0026/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0026/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0026/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0027/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0027/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0027/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0028/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0028/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0028/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0029/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0029/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0029/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0030/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0030/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0030/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0031/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0031/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0031/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112/y,-0.053295836
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112/z,9.457383
5375f8e6-96e9-4f49-97ff-d5df95f12464/0113/x,-4.018654
5375f8e6-96e9-4f49-97ff-d5df95f12464/0113/y,-0.053295836
